"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Albany County, NY"	"36001"	"2012"	"2012"	"Female"	"F"	"75-84 years"	"75-84"	"Acute myocardial infarction, unspecified"	"I21.9"	12	8388	Unreliable
	"Albany County, NY"	"36001"	"2012"	"2012"	"Female"	"F"	"75-84 years"	"75-84"	"Atherosclerotic heart disease"	"I25.1"	29	8388	345.7
	"Albany County, NY"	"36001"	"2012"	"2012"	"Female"	"F"	"75-84 years"	"75-84"	"Congestive heart failure"	"I50.0"	11	8388	Unreliable
	"Albany County, NY"	"36001"	"2012"	"2012"	"Female"	"F"	"85+ years"	"85+"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	13	5187	Unreliable
	"Albany County, NY"	"36001"	"2012"	"2012"	"Female"	"F"	"85+ years"	"85+"	"Acute myocardial infarction, unspecified"	"I21.9"	27	5187	520.5
	"Albany County, NY"	"36001"	"2012"	"2012"	"Female"	"F"	"85+ years"	"85+"	"Atherosclerotic heart disease"	"I25.1"	91	5187	1754.4
	"Albany County, NY"	"36001"	"2012"	"2012"	"Female"	"F"	"85+ years"	"85+"	"Aortic (valve) stenosis"	"I35.0"	11	5187	Unreliable
	"Albany County, NY"	"36001"	"2012"	"2012"	"Female"	"F"	"85+ years"	"85+"	"Atrial fibrillation and flutter"	"I48"	10	5187	Unreliable
	"Albany County, NY"	"36001"	"2012"	"2012"	"Female"	"F"	"85+ years"	"85+"	"Congestive heart failure"	"I50.0"	23	5187	443.4
	"Albany County, NY"	"36001"	"2012"	"2012"	"Male"	"M"	"55-64 years"	"55-64"	"Atherosclerotic heart disease"	"I25.1"	19	19536	Unreliable
	"Albany County, NY"	"36001"	"2012"	"2012"	"Male"	"M"	"65-74 years"	"65-74"	"Acute myocardial infarction, unspecified"	"I21.9"	10	10465	Unreliable
	"Albany County, NY"	"36001"	"2012"	"2012"	"Male"	"M"	"65-74 years"	"65-74"	"Atherosclerotic heart disease"	"I25.1"	19	10465	Unreliable
	"Albany County, NY"	"36001"	"2012"	"2012"	"Male"	"M"	"75-84 years"	"75-84"	"Acute myocardial infarction, unspecified"	"I21.9"	13	5698	Unreliable
	"Albany County, NY"	"36001"	"2012"	"2012"	"Male"	"M"	"75-84 years"	"75-84"	"Atherosclerotic heart disease"	"I25.1"	28	5698	491.4
	"Albany County, NY"	"36001"	"2012"	"2012"	"Male"	"M"	"85+ years"	"85+"	"Acute myocardial infarction, unspecified"	"I21.9"	22	2307	953.6
	"Albany County, NY"	"36001"	"2012"	"2012"	"Male"	"M"	"85+ years"	"85+"	"Atherosclerotic heart disease"	"I25.1"	57	2307	2470.7
	"Albany County, NY"	"36001"	"2012"	"2012"	"Male"	"M"	"85+ years"	"85+"	"Congestive heart failure"	"I50.0"	11	2307	Unreliable
	"Allegany County, NY"	"36003"	"2012"	"2012"	"Female"	"F"	"85+ years"	"85+"	"Atherosclerotic heart disease"	"I25.1"	14	679	Unreliable
