"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Adams County, IL"	"17001"	"2013"	"2013"	"Female"	"F"	"85+ years"	"85+"	"Atherosclerotic heart disease"	"I25.1"	16	1426	Unreliable
	"Adams County, IL"	"17001"	"2013"	"2013"	"Male"	"M"	"65-74 years"	"65-74"	"Acute myocardial infarction, unspecified"	"I21.9"	10	2814	Unreliable
	"Adams County, IL"	"17001"	"2013"	"2013"	"Male"	"M"	"85+ years"	"85+"	"Acute myocardial infarction, unspecified"	"I21.9"	16	710	Unreliable
	"Adams County, IL"	"17001"	"2013"	"2013"	"Male"	"M"	"85+ years"	"85+"	"Atherosclerotic heart disease"	"I25.1"	13	710	Unreliable
	"Bureau County, IL"	"17011"	"2013"	"2013"	"Female"	"F"	"85+ years"	"85+"	"Congestive heart failure"	"I50.0"	12	774	Unreliable
	"Champaign County, IL"	"17019"	"2013"	"2013"	"Female"	"F"	"75-84 years"	"75-84"	"Congestive heart failure"	"I50.0"	12	3873	Unreliable
	"Champaign County, IL"	"17019"	"2013"	"2013"	"Female"	"F"	"85+ years"	"85+"	"Atherosclerotic heart disease"	"I25.1"	13	2215	Unreliable
	"Champaign County, IL"	"17019"	"2013"	"2013"	"Female"	"F"	"85+ years"	"85+"	"Congestive heart failure"	"I50.0"	21	2215	948.1
	"Champaign County, IL"	"17019"	"2013"	"2013"	"Male"	"M"	"55-64 years"	"55-64"	"Acute myocardial infarction, unspecified"	"I21.9"	10	10361	Unreliable
	"Champaign County, IL"	"17019"	"2013"	"2013"	"Male"	"M"	"65-74 years"	"65-74"	"Acute myocardial infarction, unspecified"	"I21.9"	13	5550	Unreliable
	"Champaign County, IL"	"17019"	"2013"	"2013"	"Male"	"M"	"65-74 years"	"65-74"	"Atherosclerotic heart disease"	"I25.1"	10	5550	Unreliable
	"Champaign County, IL"	"17019"	"2013"	"2013"	"Male"	"M"	"85+ years"	"85+"	"Atherosclerotic heart disease"	"I25.1"	16	1135	Unreliable
	"Champaign County, IL"	"17019"	"2013"	"2013"	"Male"	"M"	"85+ years"	"85+"	"Congestive heart failure"	"I50.0"	15	1135	Unreliable
	"Clinton County, IL"	"17027"	"2013"	"2013"	"Female"	"F"	"85+ years"	"85+"	"Acute myocardial infarction, unspecified"	"I21.9"	11	581	Unreliable
	"Coles County, IL"	"17029"	"2013"	"2013"	"Male"	"M"	"75-84 years"	"75-84"	"Atherosclerotic heart disease"	"I25.1"	10	1085	Unreliable
	"Coles County, IL"	"17029"	"2013"	"2013"	"Male"	"M"	"85+ years"	"85+"	"Atherosclerotic heart disease"	"I25.1"	11	384	Unreliable
	"Cook County, IL"	"17031"	"2013"	"2013"	"Female"	"F"	"35-44 years"	"35-44"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	13	358234	Unreliable
	"Cook County, IL"	"17031"	"2013"	"2013"	"Female"	"F"	"45-54 years"	"45-54"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	74	355677	20.8
	"Cook County, IL"	"17031"	"2013"	"2013"	"Female"	"F"	"45-54 years"	"45-54"	"Acute myocardial infarction, unspecified"	"I21.9"	27	355677	7.6
	"Cook County, IL"	"17031"	"2013"	"2013"	"Female"	"F"	"45-54 years"	"45-54"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	32	355677	9.0
	"Cook County, IL"	"17031"	"2013"	"2013"	"Female"	"F"	"45-54 years"	"45-54"	"Atherosclerotic heart disease"	"I25.1"	19	355677	Unreliable
	"Cook County, IL"	"17031"	"2013"	"2013"	"Female"	"F"	"45-54 years"	"45-54"	"Congestive heart failure"	"I50.0"	10	355677	Unreliable
	"Cook County, IL"	"17031"	"2013"	"2013"	"Female"	"F"	"55-64 years"	"55-64"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	94	324972	28.9
	"Cook County, IL"	"17031"	"2013"	"2013"	"Female"	"F"	"55-64 years"	"55-64"	"Acute myocardial infarction, unspecified"	"I21.9"	63	324972	19.4
	"Cook County, IL"	"17031"	"2013"	"2013"	"Female"	"F"	"55-64 years"	"55-64"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	79	324972	24.3
	"Cook County, IL"	"17031"	"2013"	"2013"	"Female"	"F"	"55-64 years"	"55-64"	"Atherosclerotic heart disease"	"I25.1"	61	324972	18.8
	"Cook County, IL"	"17031"	"2013"	"2013"	"Female"	"F"	"55-64 years"	"55-64"	"Cardiomyopathy, unspecified"	"I42.9"	11	324972	Unreliable
	"Cook County, IL"	"17031"	"2013"	"2013"	"Female"	"F"	"55-64 years"	"55-64"	"Congestive heart failure"	"I50.0"	17	324972	Unreliable
