"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Baldwin County, AL"	"01003"	"2008"	"2008"	"Female"	"F"	"75-84 years"	"75-84"	"Cardiac arrest, unspecified"	"I46.9"	11	5013	Unreliable
	"Baldwin County, AL"	"01003"	"2008"	"2008"	"Female"	"F"	"85+ years"	"85+"	"Atherosclerotic heart disease"	"I25.1"	20	1912	1046.0
	"Baldwin County, AL"	"01003"	"2008"	"2008"	"Female"	"F"	"85+ years"	"85+"	"Cardiac arrest, unspecified"	"I46.9"	12	1912	Unreliable
	"Baldwin County, AL"	"01003"	"2008"	"2008"	"Female"	"F"	"85+ years"	"85+"	"Congestive heart failure"	"I50.0"	18	1912	Unreliable
	"Baldwin County, AL"	"01003"	"2008"	"2008"	"Female"	"F"	"85+ years"	"85+"	"Heart disease, unspecified"	"I51.9"	10	1912	Unreliable
	"Baldwin County, AL"	"01003"	"2008"	"2008"	"Male"	"M"	"75-84 years"	"75-84"	"Atherosclerotic heart disease"	"I25.1"	24	4193	572.4
	"Baldwin County, AL"	"01003"	"2008"	"2008"	"Male"	"M"	"75-84 years"	"75-84"	"Cardiovascular disease, unspecified"	"I51.6"	10	4193	Unreliable
	"Calhoun County, AL"	"01015"	"2008"	"2008"	"Female"	"F"	"55-64 years"	"55-64"	"Acute myocardial infarction, unspecified"	"I21.9"	12	7474	Unreliable
	"Calhoun County, AL"	"01015"	"2008"	"2008"	"Female"	"F"	"65-74 years"	"65-74"	"Acute myocardial infarction, unspecified"	"I21.9"	12	5024	Unreliable
	"Calhoun County, AL"	"01015"	"2008"	"2008"	"Female"	"F"	"75-84 years"	"75-84"	"Acute myocardial infarction, unspecified"	"I21.9"	14	3530	Unreliable
	"Calhoun County, AL"	"01015"	"2008"	"2008"	"Female"	"F"	"75-84 years"	"75-84"	"Atherosclerotic heart disease"	"I25.1"	12	3530	Unreliable
	"Calhoun County, AL"	"01015"	"2008"	"2008"	"Female"	"F"	"75-84 years"	"75-84"	"Congestive heart failure"	"I50.0"	11	3530	Unreliable
	"Calhoun County, AL"	"01015"	"2008"	"2008"	"Female"	"F"	"85+ years"	"85+"	"Acute myocardial infarction, unspecified"	"I21.9"	20	1294	1545.6
	"Calhoun County, AL"	"01015"	"2008"	"2008"	"Female"	"F"	"85+ years"	"85+"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	14	1294	Unreliable
	"Calhoun County, AL"	"01015"	"2008"	"2008"	"Female"	"F"	"85+ years"	"85+"	"Congestive heart failure"	"I50.0"	23	1294	1777.4
	"Calhoun County, AL"	"01015"	"2008"	"2008"	"Male"	"M"	"45-54 years"	"45-54"	"Acute myocardial infarction, unspecified"	"I21.9"	13	8281	Unreliable
	"Calhoun County, AL"	"01015"	"2008"	"2008"	"Male"	"M"	"55-64 years"	"55-64"	"Acute myocardial infarction, unspecified"	"I21.9"	24	6839	350.9
	"Calhoun County, AL"	"01015"	"2008"	"2008"	"Male"	"M"	"65-74 years"	"65-74"	"Acute myocardial infarction, unspecified"	"I21.9"	14	4158	Unreliable
	"Calhoun County, AL"	"01015"	"2008"	"2008"	"Male"	"M"	"75-84 years"	"75-84"	"Acute myocardial infarction, unspecified"	"I21.9"	16	2075	Unreliable
	"Coffee County, AL"	"01031"	"2008"	"2008"	"Female"	"F"	"85+ years"	"85+"	"Congestive heart failure"	"I50.0"	12	571	Unreliable
	"Colbert County, AL"	"01033"	"2008"	"2008"	"Female"	"F"	"75-84 years"	"75-84"	"Cardiac arrest, unspecified"	"I46.9"	11	1911	Unreliable
	"Colbert County, AL"	"01033"	"2008"	"2008"	"Female"	"F"	"85+ years"	"85+"	"Atherosclerotic heart disease"	"I25.1"	11	726	Unreliable
	"Colbert County, AL"	"01033"	"2008"	"2008"	"Female"	"F"	"85+ years"	"85+"	"Cardiac arrest, unspecified"	"I46.9"	11	726	Unreliable
	"Colbert County, AL"	"01033"	"2008"	"2008"	"Male"	"M"	"55-64 years"	"55-64"	"Cardiac arrest, unspecified"	"I46.9"	10	3341	Unreliable
	"Colbert County, AL"	"01033"	"2008"	"2008"	"Male"	"M"	"65-74 years"	"65-74"	"Cardiac arrest, unspecified"	"I46.9"	17	2275	Unreliable
	"Covington County, AL"	"01039"	"2008"	"2008"	"Female"	"F"	"85+ years"	"85+"	"Atherosclerotic heart disease"	"I25.1"	15	651	Unreliable
	"Covington County, AL"	"01039"	"2008"	"2008"	"Female"	"F"	"85+ years"	"85+"	"Congestive heart failure"	"I50.0"	13	651	Unreliable
	"Cullman County, AL"	"01043"	"2008"	"2008"	"Female"	"F"	"75-84 years"	"75-84"	"Congestive heart failure"	"I50.0"	14	2450	Unreliable
	"Cullman County, AL"	"01043"	"2008"	"2008"	"Female"	"F"	"85+ years"	"85+"	"Acute myocardial infarction, unspecified"	"I21.9"	13	846	Unreliable
	"Cullman County, AL"	"01043"	"2008"	"2008"	"Female"	"F"	"85+ years"	"85+"	"Congestive heart failure"	"I50.0"	14	846	Unreliable
	"Cullman County, AL"	"01043"	"2008"	"2008"	"Male"	"M"	"55-64 years"	"55-64"	"Acute myocardial infarction, unspecified"	"I21.9"	14	4852	Unreliable
	"Cullman County, AL"	"01043"	"2008"	"2008"	"Male"	"M"	"65-74 years"	"65-74"	"Acute myocardial infarction, unspecified"	"I21.9"	13	3209	Unreliable
