"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Autauga County, AL"	"01001"	"2017"	"2017"	"Male"	"M"	"55-64 years"	"55-64"	"Acute myocardial infarction, unspecified"	"I21.9"	13	3404	Unreliable
	"Baldwin County, AL"	"01003"	"2017"	"2017"	"Female"	"F"	"85+ years"	"85+"	"Atherosclerotic heart disease"	"I25.1"	10	2480	Unreliable
	"Baldwin County, AL"	"01003"	"2017"	"2017"	"Female"	"F"	"85+ years"	"85+"	"Cardiac arrest, unspecified"	"I46.9"	16	2480	Unreliable
	"Baldwin County, AL"	"01003"	"2017"	"2017"	"Female"	"F"	"85+ years"	"85+"	"Congestive heart failure"	"I50.0"	25	2480	1008.1
	"Baldwin County, AL"	"01003"	"2017"	"2017"	"Male"	"M"	"55-64 years"	"55-64"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	14	14160	Unreliable
	"Baldwin County, AL"	"01003"	"2017"	"2017"	"Male"	"M"	"55-64 years"	"55-64"	"Atherosclerotic heart disease"	"I25.1"	14	14160	Unreliable
	"Baldwin County, AL"	"01003"	"2017"	"2017"	"Male"	"M"	"65-74 years"	"65-74"	"Acute myocardial infarction, unspecified"	"I21.9"	13	12130	Unreliable
	"Baldwin County, AL"	"01003"	"2017"	"2017"	"Male"	"M"	"65-74 years"	"65-74"	"Atherosclerotic heart disease"	"I25.1"	24	12130	197.9
	"Baldwin County, AL"	"01003"	"2017"	"2017"	"Male"	"M"	"75-84 years"	"75-84"	"Atherosclerotic heart disease"	"I25.1"	28	5900	474.6
	"Baldwin County, AL"	"01003"	"2017"	"2017"	"Male"	"M"	"75-84 years"	"75-84"	"Congestive heart failure"	"I50.0"	17	5900	Unreliable
	"Baldwin County, AL"	"01003"	"2017"	"2017"	"Male"	"M"	"85+ years"	"85+"	"Atherosclerotic heart disease"	"I25.1"	18	1685	Unreliable
	"Baldwin County, AL"	"01003"	"2017"	"2017"	"Male"	"M"	"85+ years"	"85+"	"Cardiac arrest, unspecified"	"I46.9"	15	1685	Unreliable
	"Baldwin County, AL"	"01003"	"2017"	"2017"	"Male"	"M"	"85+ years"	"85+"	"Congestive heart failure"	"I50.0"	21	1685	1246.3
	"Blount County, AL"	"01009"	"2017"	"2017"	"Male"	"M"	"65-74 years"	"65-74"	"Atherosclerotic heart disease"	"I25.1"	12	2899	Unreliable
	"Calhoun County, AL"	"01015"	"2017"	"2017"	"Female"	"F"	"55-64 years"	"55-64"	"Cardiac arrest, unspecified"	"I46.9"	12	8406	Unreliable
	"Calhoun County, AL"	"01015"	"2017"	"2017"	"Female"	"F"	"65-74 years"	"65-74"	"Cardiac arrest, unspecified"	"I46.9"	17	6535	Unreliable
	"Calhoun County, AL"	"01015"	"2017"	"2017"	"Female"	"F"	"75-84 years"	"75-84"	"Cardiac arrest, unspecified"	"I46.9"	14	3481	Unreliable
	"Calhoun County, AL"	"01015"	"2017"	"2017"	"Female"	"F"	"85+ years"	"85+"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	10	1450	Unreliable
	"Calhoun County, AL"	"01015"	"2017"	"2017"	"Female"	"F"	"85+ years"	"85+"	"Cardiac arrest, unspecified"	"I46.9"	11	1450	Unreliable
	"Calhoun County, AL"	"01015"	"2017"	"2017"	"Female"	"F"	"85+ years"	"85+"	"Congestive heart failure"	"I50.0"	13	1450	Unreliable
	"Calhoun County, AL"	"01015"	"2017"	"2017"	"Female"	"F"	"85+ years"	"85+"	"Heart disease, unspecified"	"I51.9"	12	1450	Unreliable
	"Calhoun County, AL"	"01015"	"2017"	"2017"	"Male"	"M"	"55-64 years"	"55-64"	"Acute myocardial infarction, unspecified"	"I21.9"	11	7530	Unreliable
	"Calhoun County, AL"	"01015"	"2017"	"2017"	"Male"	"M"	"55-64 years"	"55-64"	"Cardiac arrest, unspecified"	"I46.9"	13	7530	Unreliable
	"Calhoun County, AL"	"01015"	"2017"	"2017"	"Male"	"M"	"65-74 years"	"65-74"	"Acute myocardial infarction, unspecified"	"I21.9"	12	5339	Unreliable
	"Calhoun County, AL"	"01015"	"2017"	"2017"	"Male"	"M"	"65-74 years"	"65-74"	"Cardiac arrest, unspecified"	"I46.9"	12	5339	Unreliable
	"Calhoun County, AL"	"01015"	"2017"	"2017"	"Male"	"M"	"75-84 years"	"75-84"	"Cardiac arrest, unspecified"	"I46.9"	10	2435	Unreliable
	"Calhoun County, AL"	"01015"	"2017"	"2017"	"Male"	"M"	"85+ years"	"85+"	"Cardiac arrest, unspecified"	"I46.9"	10	622	Unreliable
	"Colbert County, AL"	"01033"	"2017"	"2017"	"Female"	"F"	"85+ years"	"85+"	"Congestive heart failure"	"I50.0"	10	804	Unreliable
	"Cullman County, AL"	"01043"	"2017"	"2017"	"Female"	"F"	"85+ years"	"85+"	"Congestive heart failure"	"I50.0"	18	909	Unreliable
	"Cullman County, AL"	"01043"	"2017"	"2017"	"Male"	"M"	"75-84 years"	"75-84"	"Congestive heart failure"	"I50.0"	10	2030	Unreliable
	"Dallas County, AL"	"01047"	"2017"	"2017"	"Male"	"M"	"55-64 years"	"55-64"	"Acute myocardial infarction, unspecified"	"I21.9"	11	2609	Unreliable
	"DeKalb County, AL"	"01049"	"2017"	"2017"	"Female"	"F"	"75-84 years"	"75-84"	"Cardiac arrest, unspecified"	"I46.9"	10	2054	Unreliable
	"DeKalb County, AL"	"01049"	"2017"	"2017"	"Female"	"F"	"85+ years"	"85+"	"Cardiac arrest, unspecified"	"I46.9"	14	807	Unreliable
	"Elmore County, AL"	"01051"	"2017"	"2017"	"Female"	"F"	"85+ years"	"85+"	"Heart disease, unspecified"	"I51.9"	18	769	Unreliable
	"Etowah County, AL"	"01055"	"2017"	"2017"	"Female"	"F"	"75-84 years"	"75-84"	"Congestive heart failure"	"I50.0"	10	3261	Unreliable
	"Etowah County, AL"	"01055"	"2017"	"2017"	"Female"	"F"	"85+ years"	"85+"	"Congestive heart failure"	"I50.0"	27	1380	1956.5
	"Etowah County, AL"	"01055"	"2017"	"2017"	"Male"	"M"	"65-74 years"	"65-74"	"Acute myocardial infarction, unspecified"	"I21.9"	10	5292	Unreliable
	"Houston County, AL"	"01069"	"2017"	"2017"	"Male"	"M"	"75-84 years"	"75-84"	"Congestive heart failure"	"I50.0"	11	2276	Unreliable
	"Houston County, AL"	"01069"	"2017"	"2017"	"Male"	"M"	"85+ years"	"85+"	"Congestive heart failure"	"I50.0"	10	673	Unreliable
	"Jackson County, AL"	"01071"	"2017"	"2017"	"Male"	"M"	"55-64 years"	"55-64"	"Acute myocardial infarction, unspecified"	"I21.9"	10	3743	Unreliable
	"Jefferson County, AL"	"01073"	"2017"	"2017"	"Female"	"F"	"65-74 years"	"65-74"	"Acute myocardial infarction, unspecified"	"I21.9"	14	32808	Unreliable
	"Jefferson County, AL"	"01073"	"2017"	"2017"	"Female"	"F"	"65-74 years"	"65-74"	"Atherosclerotic heart disease"	"I25.1"	15	32808	Unreliable
	"Jefferson County, AL"	"01073"	"2017"	"2017"	"Female"	"F"	"65-74 years"	"65-74"	"Cardiac arrest, unspecified"	"I46.9"	18	32808	Unreliable
	"Jefferson County, AL"	"01073"	"2017"	"2017"	"Female"	"F"	"65-74 years"	"65-74"	"Congestive heart failure"	"I50.0"	17	32808	Unreliable
	"Jefferson County, AL"	"01073"	"2017"	"2017"	"Female"	"F"	"75-84 years"	"75-84"	"Acute myocardial infarction, unspecified"	"I21.9"	19	17206	Unreliable
	"Jefferson County, AL"	"01073"	"2017"	"2017"	"Female"	"F"	"75-84 years"	"75-84"	"Atherosclerotic heart disease"	"I25.1"	20	17206	116.2
