"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Hawaii County, HI"	"15001"	"2017"	"2017"	"Female"	"F"	"85+ years"	"85+"	"Atherosclerotic heart disease"	"I25.1"	20	3150	634.9
	"Hawaii County, HI"	"15001"	"2017"	"2017"	"Female"	"F"	"85+ years"	"85+"	"Congestive heart failure"	"I50.0"	16	3150	Unreliable
	"Hawaii County, HI"	"15001"	"2017"	"2017"	"Male"	"M"	"65-74 years"	"65-74"	"Acute myocardial infarction, unspecified"	"I21.9"	10	13087	Unreliable
	"Hawaii County, HI"	"15001"	"2017"	"2017"	"Male"	"M"	"65-74 years"	"65-74"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	14	13087	Unreliable
	"Hawaii County, HI"	"15001"	"2017"	"2017"	"Male"	"M"	"65-74 years"	"65-74"	"Atherosclerotic heart disease"	"I25.1"	18	13087	Unreliable
	"Hawaii County, HI"	"15001"	"2017"	"2017"	"Male"	"M"	"75-84 years"	"75-84"	"Atherosclerotic heart disease"	"I25.1"	13	4611	Unreliable
	"Hawaii County, HI"	"15001"	"2017"	"2017"	"Male"	"M"	"85+ years"	"85+"	"Atherosclerotic heart disease"	"I25.1"	19	1813	Unreliable
	"Honolulu County, HI"	"15003"	"2017"	"2017"	"Female"	"F"	"55-64 years"	"55-64"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	11	59974	Unreliable
	"Honolulu County, HI"	"15003"	"2017"	"2017"	"Female"	"F"	"65-74 years"	"65-74"	"Acute myocardial infarction, unspecified"	"I21.9"	21	49060	42.8
	"Honolulu County, HI"	"15003"	"2017"	"2017"	"Female"	"F"	"65-74 years"	"65-74"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	20	49060	40.8
	"Honolulu County, HI"	"15003"	"2017"	"2017"	"Female"	"F"	"65-74 years"	"65-74"	"Atherosclerotic heart disease"	"I25.1"	15	49060	Unreliable
	"Honolulu County, HI"	"15003"	"2017"	"2017"	"Female"	"F"	"65-74 years"	"65-74"	"Cardiac arrest, unspecified"	"I46.9"	10	49060	Unreliable
	"Honolulu County, HI"	"15003"	"2017"	"2017"	"Female"	"F"	"75-84 years"	"75-84"	"Acute myocardial infarction, unspecified"	"I21.9"	20	27073	73.9
	"Honolulu County, HI"	"15003"	"2017"	"2017"	"Female"	"F"	"75-84 years"	"75-84"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	16	27073	Unreliable
	"Honolulu County, HI"	"15003"	"2017"	"2017"	"Female"	"F"	"75-84 years"	"75-84"	"Atherosclerotic heart disease"	"I25.1"	18	27073	Unreliable
	"Honolulu County, HI"	"15003"	"2017"	"2017"	"Female"	"F"	"75-84 years"	"75-84"	"Cardiac arrest, unspecified"	"I46.9"	20	27073	73.9
	"Honolulu County, HI"	"15003"	"2017"	"2017"	"Female"	"F"	"75-84 years"	"75-84"	"Congestive heart failure"	"I50.0"	18	27073	Unreliable
	"Honolulu County, HI"	"15003"	"2017"	"2017"	"Female"	"F"	"85+ years"	"85+"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	15	19139	Unreliable
